Simply click a yellow cell and paste the three column data from the Adruino Serial Monitor (Close and Reopen the Serial Monitor each time),,,,,,,,,,,,,*Rise Time*,,,,,,,,,,,,Goated Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Time Constant:
,Trial 1,Max input amplitude,0.5075,,Trial 2,Max input amplitude,0.5145,,Trial 3,Max input amplitude,0.501,,Trial 4,Max input amplitude,0.5075,,Trial 5,Max input amplitude,0.5075,,Trial 6,Max input amplitude,0.4605,,Trial 7,Max input amplitude,0.501,,Trial 8,Max input amplitude,0.4535,,Trial 9,Max input amplitude,0.3995,,Trial 10,Max input amplitude,0.352,,Trial 11,Max input amplitude,0.291,,Trial 12,Max input amplitude,0.291,,Trial 13,Max input amplitude,0.291,,Trial 14,Max input amplitude,0.291,,0.01534
,0.1492,0.975,1,,0.1493,0.975,1,,0.1493,0.975,1,,0.1452,0.975,1,,0.1496,0.975,1,,0.1492,0.866,1,,0.1495,0.975,1,,0.1494,0.866,1,,0.1492,0.772,1,,0.1493,0.663,1,,0.1493,0.555,1,,0.1492,0.569,1,,0.1495,0.569,1,,0.1493,0.555,1,,
,0.1512,0.975,1,,0.1513,0.975,1,,0.1513,0.975,1,,0.1472,0.975,1,,0.1516,0.975,1,,0.1513,0.866,1,,0.1515,0.975,1,,0.1514,0.866,1,,0.1513,0.772,1,,0.1513,0.663,1,,0.1514,0.555,1,,0.1512,0.569,1,,0.1515,0.555,1,,0.1513,0.555,1,,
,0.1532,0.975,1,,0.1533,0.975,1,,0.1533,0.975,1,,0.1493,0.975,1,,0.1536,0.975,1,,0.1533,0.866,1,,0.1535,0.975,1,,0.1535,0.866,1,,0.1533,0.772,1,,0.1534,0.663,1,,0.1534,0.555,1,,0.1533,0.569,1,,0.1535,0.555,1,,0.1533,0.569,1,,
,0.1553,0.975,1,,0.1554,0.975,1,,0.1554,0.975,1,,0.1513,0.975,1,,0.1556,0.975,1,,0.1553,0.88,1,,0.1555,0.975,1,,0.1555,0.866,1,,0.1553,0.772,1,,0.1554,0.663,1,,0.1554,0.555,1,,0.1553,0.569,1,,0.1555,0.555,1,,0.1553,0.569,1,,
,0.1573,0.975,1,,0.1574,0.975,1,,0.1574,0.975,1,,0.1533,0.975,1,,0.1577,0.975,1,,0.1573,0.88,1,,0.1575,0.975,1,,0.1575,0.866,1,,0.1573,0.772,1,,0.1574,0.663,1,,0.1574,0.555,1,,0.1573,0.569,1,,0.1576,0.555,1,,0.1574,0.569,1,,
,0.1593,0.975,1,,0.1594,0.975,1,,0.1594,0.975,1,,0.1553,0.975,1,,0.1597,0.975,1,,0.1594,0.88,1,,0.1596,0.975,1,,0.1595,0.866,1,,0.1594,0.772,1,,0.1594,0.663,1,,0.1595,0.555,1,,0.1593,0.569,1,,0.1596,0.555,1,,0.1594,0.555,1,,
,0.1613,0.975,1,,0.1614,0.975,1,,0.1614,0.975,1,,0.1573,0.975,1,,0.1617,0.975,1,,0.1614,0.88,1,,0.1616,0.975,1,,0.1616,0.866,1,,0.1614,0.772,1,,0.1614,0.663,1,,0.1615,0.555,1,,0.1613,0.569,1,,0.1616,0.569,1,,0.1614,0.555,1,,
,0.1634,0.975,1,,0.1635,0.975,1,,0.1634,0.975,1,,0.1594,0.975,1,,0.1638,0.975,1,,0.1634,0.88,1,,0.1636,0.975,1,,0.1636,0.866,1,,0.1634,0.772,1,,0.1635,0.663,1,,0.1635,0.555,1,,0.1634,0.569,1,,0.1636,0.569,1,,0.1634,0.555,1,,
,0.1654,0.975,1,,0.1655,0.975,1,,0.1655,0.975,1,,0.1614,0.975,1,,0.1658,0.975,1,,0.1655,0.88,1,,0.1657,0.975,1,,0.1656,0.866,1,,0.1654,0.772,1,,0.1655,0.663,1,,0.1655,0.555,1,,0.1654,0.569,1,,0.1657,0.555,1,,0.1655,0.555,1,,
,0.1674,0.975,1,,0.1675,0.975,1,,0.1675,0.975,1,,0.1634,0.975,1,,0.1678,0.975,1,,0.1675,0.88,1,,0.1677,0.975,1,,0.1677,0.866,1,,0.1675,0.772,1,,0.1675,0.663,1,,0.1676,0.555,1,,0.1674,0.569,1,,0.1677,0.555,1,,0.1675,0.555,1,,
,0.1694,0.975,1,,0.1695,0.975,1,,0.1695,0.975,1,,0.1654,0.975,1,,0.1698,0.975,1,,0.1695,0.88,1,,0.1697,0.975,1,,0.1697,0.866,1,,0.1695,0.772,1,,0.1695,0.663,1,,0.1696,0.555,1,,0.1694,0.569,1,,0.1697,0.555,1,,0.1695,0.555,1,,
,0.1714,0.975,1,,0.1715,0.975,1,,0.1715,0.975,1,,0.1674,0.975,1,,0.1719,0.975,1,,0.1715,0.88,1,,0.1717,0.975,1,,0.1717,0.866,1,,0.1715,0.772,1,,0.1716,0.663,1,,0.1716,0.555,1,,0.1714,0.569,1,,0.1717,0.555,1,,0.1715,0.555,1,,
,0.1735,0.975,1,,0.1736,0.975,1,,0.1736,0.975,1,,0.1695,0.975,1,,0.1739,0.975,1,,0.1736,0.88,1,,0.1738,0.975,1,,0.1737,0.866,1,,0.1735,0.772,1,,0.1736,0.663,1,,0.1737,0.555,1,,0.1734,0.569,1,,0.1737,0.555,1,,0.1736,0.569,1,,
,0.1755,0.975,1,,0.1756,0.975,1,,0.1756,0.975,1,,0.1715,0.975,1,,0.1759,0.975,1,,0.1756,0.88,1,,0.1758,0.975,1,,0.1758,0.866,1,,0.1755,0.772,1,,0.1756,0.663,1,,0.1757,0.555,1,,0.1755,0.569,1,,0.1758,0.555,1,,0.1756,0.569,1,,
,0.1775,0.975,1,,0.1776,0.975,1,,0.1776,0.975,1,,0.1735,0.975,1,,0.178,0.975,1,,0.1776,0.88,1,,0.1778,0.975,1,,0.1778,0.866,1,,0.1776,0.772,1,,0.1776,0.663,1,,0.1777,0.555,1,,0.1775,0.569,1,,0.1778,0.555,1,,0.1776,0.569,1,,
,0.1795,0.975,1,,0.1796,0.975,1,,0.1796,0.975,1,,0.1755,0.975,1,,0.18,0.975,1,,0.1797,0.88,1,,0.1799,0.975,1,,0.1798,0.866,1,,0.1796,0.772,1,,0.1797,0.663,1,,0.1797,0.555,1,,0.1795,0.569,1,,0.1798,0.555,1,,0.1796,0.555,1,,
,0.1816,0.975,1,,0.1817,0.975,1,,0.1817,0.975,1,,0.1776,0.975,1,,0.182,0.975,1,,0.1817,0.88,1,,0.1819,0.975,1,,0.1819,0.866,1,,0.1816,0.772,1,,0.1817,0.663,1,,0.1818,0.555,1,,0.1815,0.569,1,,0.1819,0.555,1,,0.1816,0.555,1,,
,0.1836,0.975,1,,0.1837,0.975,1,,0.1837,0.975,1,,0.1796,0.975,1,,0.184,0.975,1,,0.1837,0.88,1,,0.1839,0.975,1,,0.1839,0.866,1,,0.1836,0.772,1,,0.1837,0.663,1,,0.1838,0.555,1,,0.1835,0.569,1,,0.1839,0.555,1,,0.1837,0.555,1,,
,0.1856,0.975,1,,0.1857,0.975,1,,0.1857,0.975,1,,0.1816,0.975,1,,0.1861,0.975,1,,0.1858,0.88,1,,0.1859,0.975,1,,0.1859,0.866,1,,0.1856,0.772,1,,0.1857,0.663,1,,0.1858,0.555,1,,0.1856,0.569,1,,0.1859,0.555,1,,0.1857,0.555,1,,
,0.1876,0.975,1,,0.1877,0.975,1,,0.1877,0.975,1,,0.1836,0.975,1,,0.1881,0.975,1,,0.1878,0.88,1,,0.188,0.975,1,,0.1879,0.866,1,,0.1876,0.772,1,,0.1878,0.663,1,,0.1878,0.555,1,,0.1876,0.569,1,,0.1879,0.555,1,,0.1877,0.555,1,,
,0.1897,0.975,1,,0.1898,0.975,1,,0.1897,0.975,1,,0.1857,0.975,1,,0.1901,0.975,1,,0.1898,0.88,1,,0.19,0.975,1,,0.19,0.866,1,,0.1897,0.772,1,,0.1898,0.663,1,,0.1898,0.555,1,,0.1896,0.569,1,,0.19,0.555,1,,0.1898,0.555,1,,
,0.1917,0.975,1,,0.1918,0.975,1,,0.1918,0.975,1,,0.1877,0.975,1,,0.1922,0.975,1,,0.1918,0.88,1,,0.192,0.975,1,,0.192,0.866,1,,0.1917,0.772,1,,0.1918,0.663,1,,0.1919,0.555,1,,0.1916,0.569,1,,0.192,0.555,1,,0.1918,0.555,1,,
,0.1937,0.975,1,,0.1938,0.975,1,,0.1938,0.975,1,,0.1897,0.975,1,,0.1942,0.975,1,,0.1939,0.88,1,,0.1941,0.975,1,,0.194,0.866,1,,0.1937,0.772,1,,0.1938,0.663,1,,0.1939,0.555,1,,0.1937,0.569,1,,0.194,0.555,1,,0.1938,0.569,1,,
,0.1957,0.975,1,,0.1958,0.975,1,,0.1958,0.975,1,,0.1917,0.975,1,,0.1962,0.975,1,,0.1959,0.88,1,,0.1961,0.975,1,,0.196,0.866,1,,0.1957,0.772,1,,0.1958,0.663,1,,0.1959,0.555,1,,0.1957,0.569,1,,0.196,0.555,1,,0.1958,0.569,1,,
,0.1977,0.975,1,,0.1978,0.975,1,,0.1978,0.975,1,,0.1938,0.975,1,,0.1983,0.975,1,,0.1979,0.88,1,,0.1981,0.975,1,,0.1981,0.866,1,,0.1977,0.772,1,,0.1979,0.663,1,,0.1979,0.555,1,,0.1977,0.569,1,,0.1981,0.555,1,,0.1978,0.569,1,,
,0.1998,0.975,1,,0.1999,0.975,1,,0.1999,0.975,1,,0.1958,0.975,1,,0.2003,0.975,1,,0.1999,0.88,1,,0.2002,0.975,1,,0.2001,0.866,1,,0.1998,0.772,1,,0.1999,0.663,1,,0.1999,0.555,1,,0.1998,0.569,1,,0.2001,0.555,1,,0.1999,0.555,1,,
,0.2018,0.975,1,,0.2019,0.975,1,,0.2019,0.975,1,,0.1978,0.975,1,,0.2023,0.975,1,,0.202,0.88,1,,0.2022,0.975,1,,0.2021,0.866,1,,0.2018,0.772,1,,0.2019,0.663,1,,0.202,0.555,1,,0.2018,0.569,1,,0.2021,0.555,1,,0.2019,0.555,1,,
,,,,,,,,,,,,,0.1998,0.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rise Time,0.0464,,,Rise Time,0.0444,,,Rise Time,0.0545,,,0.2018,0.975,,,,,,,,,,,rise time,0.0524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,tau,0.015945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Rise Time,0.04908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
